,title,state,time,content
645,轻症患者，在家休息就能好？,误区,2020-02-18,       
646,安徽患儿入沪，上海瞒报病例？,谣言,2020-02-16,　　日前，网传安徽宣城一幼儿在上海确诊新冠肺炎病例，而上海发布的病例中没有安徽籍病例，网民质疑上海瞒报。　　对此，上海卫健委15日晚发布消息称，经核查，13日该病例经青浦道口入沪时被发现，后直接收治入院并确诊。因其是长期居住在嘉定的上海常住人口，在13日发布的信息中已列入嘉定区。　　15日下午，安徽通报：周王镇一幼儿在上海市被确诊为新型冠状病毒肺炎病例。　　患儿刘某某，男，2014年出生，周王镇净蓬村人，常住上海市。1月27日11时，患儿随父母从山东省临沂市平邑县自驾回宣，期间在沿途3个高速公路服务区停留，每次停留时间为30分钟以上。1月27日23时，患儿一家三口到达周王镇净蓬村，进宣城时道口测温，3人体温均正常。1月28日至2月10日，患儿主要活动范围为周王镇净蓬村。2月11日9时，患儿一家驾车离宣前往上海。2月13日，患儿在上海市新型冠状病毒核酸检测呈阳性。　　14日上午，上海卫健委通报：2020年2月13日12—24时，上海市排除新型冠状病毒肺炎疑似病例83例；新增确诊病例3例，其中外地来沪人员1例，本市常住人口2例。其中嘉定区1例确诊病例即安徽15日通报的患儿刘某某。
647,被感染隔离的9月大宝宝向医生求抱抱？,谣言,2020-02-16,　　近日，一段“婴儿伸手向医生求抱抱”的视频爆红网络，部分媒体和网友将其解读为“娃娃感染新型冠状病毒被隔离”。视频截图　　孩子的父亲证实，网传信息并不属实，“自己孩子得的不是肺炎，是白血病，曾发抖音辟谣，不知道怎么被删了。希望媒体帮忙辟谣。”
648,穿防静电服能隔绝新型冠状病毒？,谣言,2020-02-16,　　如果要出门，外面穿防静电服可以更好的防护吗？　　1.防静电服的主要功能是不让服装上的静电积聚。防静电服中的材质中包含具有抗静电效果的聚合物纤维、无机纤维（如金属纤维、碳纤维等）、抗静电剂等，这与用于隔离新冠病毒的医用防护服材质完全不同。　　2.医用防护服的材质主要为纺粘、熔喷、水剌非织造布，孔径很小，无论是细菌、病毒，还是水、血液、酒精等液体都难以穿透。而很多防静电服的孔径很大，在防护新冠病毒方面与普通外套无异。　　3.在当前医用防护服紧缺的背景下，建议将医用防护服留给医护或高危环境的工作人员。一些未发现病例的公共场所，穿着连体雨衣或防风防水的外套等即可。
649,过度消毒严重污染地下水？,误区,2020-02-18,　　消毒，是切断病毒传播途径、控制传染病流行的重要手段。新冠肺炎疫情发生以来，很多人都使用84消毒液、酒精等对居家环境或衣物等进行消毒。同时，也有人担忧，过度消毒导致大量消毒剂严重污染地下水。国家城市环境污染控制技术研究中心研究员彭应登2月17日在接受科技日报记者专访时回应，如果家中没有确诊或疑似病人，保持日常清洁即可，一般不需要采取特别的消毒措施；持续1—3个月的消毒，会对地表水、土壤和植被造成一定影响，但不至于严重污染地下水。　　过度消毒危害生态环境是有先例的。2003年非典期间，由于过度消毒，台湾淡水河及其支流被倒入了大量漂白水，导致含氯量过高，鱼群大量暴毙，直到半年后才恢复正常，对河川生态产生了明显冲击。　　“84消毒液是含次氯酸钠的消毒剂，主要靠次氯酸的强氧化性来杀灭微生物，目前公共区域基本上也是使用含次氯酸钠的消毒剂。”彭应登说，自来水和市镇生活污水的传统消毒工艺就是用含氯制剂来消毒，即使是过量使用消毒剂，对地表水的影响不大，但对土壤和植被影响相对较大。“大量氯及残余氯离子的存在会导致土壤变酸，破坏土壤结构，造成板结等。土壤中生活着数量巨大的微生物，有些是对环境很有益处的‘清道夫’。当过量消毒剂杀死有害菌时，同时可能杀死这些有益菌，使得城市绿地的生物网链遭受破坏。”　　目前社会上使用的消毒剂主要有3类：含氯制剂类，漂白粉及氯气、次氯酸钠等都属于这一类；过氧化物类消毒剂，如双氧水、过氧乙酸、臭氧等；有机类消毒剂。《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》提出，病毒对紫外线和热敏感，乙醚、75%乙醇、含氯消毒剂、过氧乙酸和氯仿等脂溶剂均可有效灭活病毒，氯己定不能灭活病毒。　　早在20世纪70年代，人们就发现氯制剂在消毒过程中会生成有机氯化物。国际上也已证明，有机氯化物可能会对身体健康造成不良影响。其长时间滞留在环境中，很多情况下还会进入食物链中。因此，目前很多自来水企业已经把氯消毒改成紫外线、臭氧消毒。　　湖南省疾病预防控制中心主管技师李世康说，所有含氯消毒剂都具有一定的氧化性、腐蚀性及致敏性，过量或长期接触可能会导致人体灼伤。　　“使用消毒剂会不会污染地下水？这需要一个长时段的影响过程，也就是说，消毒剂长期持续地通过地表水、土壤下渗迁移到地下。”彭应登说，从目前情况看，持续1—3个月的消毒，会对地表水、土壤和植被造成一定影响，但还不至于严重污染地下水。“特别是在近期，武汉等地大雨，北京等地下雪，雨雪对环境中的消毒残留具有稀释作用，降低了对环境的危害。”　　彭应登说，如果家中没有确诊或疑似病人，居室内外就不需要经常消毒，应把更多的消毒剂资源留给医院、公共场所使用。“从目前情况看，新冠病毒的主要传播途径是经呼吸道飞沫传播、接触传播，是否会通过气溶胶传播还没有被确证。普通人居家，经常开窗通风，并做好日常的洗手保洁就可以了。”　　北京市疾病预防控制中心也表示，过度消毒危害大，残留消毒剂对环境造成污染，长期使用消毒剂对健康有影响，对物品有损毁，要科学、适度消毒。（李禾）
650,发烧了捂出一身汗能退烧？,误区,2020-02-16,
651,网传“教育局开学安排讨论稿”称，杭州大中小学3月2日开学？,谣言,2020-02-16,　　2月15日晚，一张名为“疫情防控期间学校开学工作安排情况汇报”的截图在家长群中疯传。　　网传截图显示，这是一份学校开学安排情况的讨论稿，其中对本学期的开学日期作了初步的安排：“拟采取先急后缓、分批开学、错时上学的办法。”　　其中有如下表述：“根据省政府2月6日《公告》精神，如无新的变化，原则上学校将于3月2日开学。”　　对此，杭州市教育局相关负责人表示，浙江省政府在2月6日并没有发过相关公告，该文件也不是杭州市的开学安排讨论稿。　　该负责人表示，家长对开学情况非常关心，根据浙江省教育厅部署，经（杭州）市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室同意，我市（杭州）各大中小学（幼儿园）2月底前不开学，具体开学时间将根据疫情的控制情况，根据浙江省教育厅统一部署确定，一旦确定将提前向社会公布。　　搜索发现，除杭州外，这份所谓的“教育局”的开学安排讨论稿在绍兴、福州等地传播，相关部门先后辟谣。　　15日晚，绍兴市教育局相关负责人回应，绍兴市教育局没有向市委常委会提交过这个材料，具体的开学时间，要等浙江省教育厅通知，一旦确定，会第一时间向社会公布。　　据海峡教育报报道，福州市教育局相关部门负责人表示，该网传“情况汇报稿”与福州市教育局没有关系。2月13日，福州市教育局官网工作动态栏目中刊发题为《市教育局下发通知强调：全力以赴守住我市疫情防控阻击战学校阵地》的文章，指出：根据省里统一部署，各级各类学校2月16日之后继续延迟春季开学时间，具体开学时间一旦确定将提前一周向社会公布。 
652,合肥步行街和同学吃饭，每人罚5000元，拘留15天？,谣言,2020-02-16,　　2月13日，网上流传一则消息称：“合肥步行街请同学吃饭，烧烤店罚款10万，吃饭的人拘留所15天，每人罚款5000元。通报单位给予处分，当官的就地免职。请看以下视频！”并附有相关视频。　　经警方核实，该视频实为2月3日黑龙江省富裕县市场监管部门对当地一烧烤店现场执法视频。 ​​​​
653,湖北产的大米上可能有病毒，不能吃？,谣言,2020-02-16,　　查证要点：　　大米不是病毒的宿主，即便是有病毒落在上面，它也无法进行复制增殖，而只能在存放中失去活力。
654,火神山医院一夜被吹走？,谣言,2020-02-16,　　2月14日晚，武汉遭遇极端雨雪天气并伴随大风。15日，网上开始流出“火神山医院被大风吹走了”“病人在分流”，另有一段疑似是火神山医院出现较为严重的漏水现象的视频在网上流传。　　对此，人民日报客户端记者联系了火神山医院相关负责人，其表示网传视频非火神山医院，更不存在网传的病人分流问题。　　针对传言，武汉市城乡建设局回应称，漏水现象不是发生在火神山医院，而是发生在雷神山医院尚未交付使用的病区，目前施工单位正在抓紧维修整改。 
655,中兴南非分公司员工感染新冠肺炎身亡？,谣言,2020-02-15,"　　中国驻南非大使林松添14日在开普敦举行新型冠状病毒肺炎防控疫情记者会。　　日前，有南非媒体报道称，中兴南非分公司一名员工因感染新型冠状病毒肺炎而去世，这则消息随即在南非引发广泛关注。　　对此，林松添表示，经过认真核实，以上消息为假新闻，而在南非看到这些假新闻让人感到十分遗憾。　　林松添指出，关于中兴南非分公司员工去世的消息，南非国家传染病机构(NICD)此前已经公开对有关谣言进行辟谣，并明确表示该员工不是中国公民，也并非死于新型冠状病毒肺炎。林松添特别强调，在当前背景下，不希望媒体轻信假新闻，更不要为假新闻提供炒作空间。　　在当日的记者会上，林松添还对外公布了目前疫情的最新进展。他表示，在中国政府的领导下，当前疫情可防可控可治。目前中国疫情防控已呈现“两降一升”的积极态势，中国防控举措已取得积极成效。　　林松添指出，外界对新冠肺炎疫情感到害怕并产生焦虑情绪是可以理解的，但恐慌都是人为制造，完全没有必要。他呼吁，国际社会应团结起来，共同努力打赢这场全球性抗击疫情的斗争。(记者 王曦)
"
656,湖北很多人都跑平潭来，海关卡口都没检查？,谣言,2020-02-15,　　近日，平潭本人的微信群流传“武汉人来平潭几千人，海关都不拦，拦车人都不拦”，“听说湖北很多人都跑平潭来，海关都没检查”。这是真的吗？
657,2月17日起至疫情防控结束全国高速所有车辆免费通行,事实,2020-02-16,交通运输部关于新冠肺炎疫情防控期间免收收费公路车辆通行费的通知　　各省、自治区、直辖市人民政府，国家发展改革委、财政部、中国人民银行、国资委、银保监会、证监会：　　经国务院同意，决定在新冠肺炎疫情防控期间，免收全国收费公路车辆通行费。现将有关事宜通知如下：　　一、实施范围　　（一）免收通行费的时间范围从2020年2月17日0时起，至疫情防控工作结束。具体截止时间另行通知(开放式收费高速公路和普通公路以车辆通过收费站收费车道的时间为准，联网收费高速公路以车辆驶离出口收费车道的时间为准)。　　（二）免收通行费的车辆范围为依法通行收费公路的所有车辆。　　（三）免收通行费的收费公路范围为符合《中华人民共和国公路法》和《收费公路管理条例》规定，经依法批准设置的收费公路(含收费桥梁和隧道)。　　二、保障措施　　（一）加强组织领导。新冠肺炎疫情防控期间免收收费公路车辆通行费的具体工作，由各省(区、市)人民政府负责统一组织实施。省级交通运输主管部门要在省级人民政府统一领导下，会同有关部门制定方案，落实责任，细化措施，加强协作，共同做好实施工作。　　（二）加强公路保通保畅。结合疫情防控工作需要以及交通量等相关状况，配合有关部门，科学实施防疫检测和交通管理，强化保通保畅，保护人民群众生命安全和身体健康，保障疫情防控和生产生活物资运输，支持企业复工复产，为稳定经济社会大局提供有力支撑。　　（三）相关配套保障政策将另行出台。　　交通运输部　　2020年2月15日 
658,贵阳今明几天全城大消杀？,谣言,2020-02-15,网传“贵阳今明几天全城大消杀”要提醒大家的是并没有这样的安排请大家不造谣、不信谣、不传谣！
659,岳阳发布“紧急通知”三人同行一律拘留？,谣言,2020-02-15,　　这两天，岳阳市多个微信群在转发一段文字，引起广大市民质疑。　　内容如下：紧急通知：市紧急会议精神要求，全体居民群众（除有值班任务的领导和同志外）从现在起“非必要，不外出”，我市疫情非常严峻。如果需要购买生活必需品的派家里免疫力强的一个人外出，戴口罩，买好马上返回。明天起纠察队上街，发现三人以上外边同行者查处，一律拘留，明天开始全市禁止机动车上路。鉴于目前疫情严峻形势，要求从‍明天开始严格执行六个一律：1.外来车辆一律不准进市；2.外来人员一律不准进市；3.各户人员一律不准出户；道路和村庄内户外不准有人；4.除医药店、证照齐全‍的生活超市外，其他门店、饭店、摊点一律停业关闭；5.除配有检查证照和垃圾转运车外，其他车辆一律不准外出；6.包村干部、值班人员、网格化管理员一律配戴口罩、袖标、检‍查证等明显标志。　　紧接着，13日直接变成一张官方网站截图。　　大家开始疑惑了？官方网站都刊发了，难道是真的！？　　经岳阳日报全媒体记者核实，该文字信息系谣言，并且类似版本也在多地出现，均已被证实为谣言。　　警方特别提醒：新冠肺炎疫情防控正处于关键时刻，未经证实核实的信息不要盲目传播，请关注权威渠道获取最新资讯。希望广大群众不造谣，不信谣、不传谣。
660,许昌市发布疫情“政府令”三人同行被查？,谣言,2020-02-15,　　2月14日，有市民朋友在微信转发一则“许昌市政府令”称，“就在今天 （2月14日）晚上19:00，政府办公室紧急会议精神要求，明天起纠察队上大街，只要发现三人以上路边同行者一律拘留，明天起全市禁止机动车上路”等。　　许昌市相关部门表示，朋友圈流传的所谓“政府令”纯属谣言。许昌市新冠肺炎疫情发布工作，由市新冠肺炎疫情防控指挥部办公室统一组织，其他任何单位和个人均无权发布相关信息。希望广大网友不信谣、不传谣。对于造谣、传谣的行为，公安部门将予以打击。
661,古田一确诊患者从医院逃跑？,谣言,2020-02-15,　　近日，网络上流传“一名确诊新冠肺炎的患者从医院逃跑了，请大家注意并举报”。
662,银离子抗菌液喷口罩能杀灭新冠病毒？,谣言,2020-02-15,
663,宁波16日起居民出行正常化？,谣言,2020-02-15,　　2月13日，有公众号在网上发文称：“最新消息！宁波市政府会议精神：16日起居民出行正常化，17日起公交运营正常化，18日起企业生产和市场运行正常化，22日起重点埸所正常化，25日起机埸、高速、动车、国道正常化。”引发大量网民关注。
664,喷洒环保酵素可以杀毒抑菌？,谣言,2020-02-14,　　崔晓娴：首先，消毒是指杀死病原微生物、但不一定能杀死细菌芽孢的方法（主要用于与“灭菌”区分）。通常用化学的方法来达到消毒的作用，用于消毒的化学药物叫做消毒剂。　　从消毒概念我们可以知道，“消毒”其实是一个相对较为专业的操作，在使用消毒剂时一般都需要保证有效的作用浓度，同时考虑消毒剂的腐蚀性和对人体的伤害。常用的消毒剂有：高效消毒剂，包括：含氯消毒剂（84消毒液）、含溴消毒剂（二溴海因）、二氧化氯消毒片，具有一定的腐蚀性和漂白性；中、低效消毒剂，包括：季铵盐类消毒剂、75%乙醇，对皮肤刺激性较低。可用于对家庭的桌面、地面、洁具等物体表面进行消毒。　　崔晓娴：本质上来说酵素及环保酵素制备过程中所产生的物质并无任何可针对杀灭病原微生物的成分。　　崔晓娴：专业的空气消毒需要保证从消毒器中散发出的消毒因子可达到气溶胶形态，使消毒因子可与悬浮于空气中的病毒充分接触作用，从而达到效果。而且在室外环境因空气流通、紫外线等因素，对于病毒存活也不利，一般无需消毒。　　受访专家：崔晓娴 复旦大学上海医学院分子病毒学博士，上海疾控中心技师　　审核专家：唐芹 中华医学会科学技术普及部研究员
665,所有返京人员到京后均应观察14天！,事实,2020-02-15,　　昨晚（14日），北京新型冠状病毒肺炎疫情防控工作领导小组办公室发布通告，从即日起，所有返京人员到京后，均应居家或集中观察14天。拒绝接受居家观察、集中观察等防控措施的，依法追究责任。回京前，须提前向在京所在单位及居住的社区（村）报告。
666,湖南茶陵一村庄70多人逃离？,谣言,2020-02-14,　　日前，湖南株洲茶陵县横屋村“有70多人逃离”的消息引发关注。湖南省株洲市茶陵县公安局官方微博就此事发布通报称，该消息系谣言，政府有关部门已对该村实施了严密管制，对与新冠肺炎确诊患者有过接触的村民实行了集中收治。　　通报称，2月13日晚间，有人在微信群里散播“横屋村有70多人逃离”的谣言，造成民众恐慌。事实上，作为茶陵县县目前为止确诊了多例新冠肺炎的病发地，政府有关部门早在多日前就对横屋村实施了严密管制，交通上封锁疫区，禁止除工作人员以外的任何人员进出，对与新冠肺炎确诊患者有过接触的村民实行了集中收治。　　通报称，目前造谣者已被公安机关依法查处，案件还在进一步办理中。请大家不信谣，不传谣。
667,河南登封和航空港区17日开学？,谣言,2020-02-14,　　这两天，一则关于“郑州市决定登封和航空港区作为开学试点地区”的消息在网络中流传。　　网传的具体内容为：“郑州市决定登封和航空港区作为开学试点地区，试点地区的高三年级，初三年级，小学六年级开学时间统一为2月17日，非毕业年级也会陆续开学！疫情阴霾还未散尽，我们高三人就要踏上新的征程，在此也恳请各位高三人保护好自己，安排好自己的家庭生活，由此带来的不便请大家谅解!感谢您的配合!”　　刚刚，从郑州市教育局了解到，此系谣言，请家长和学生莫轻信，具体开学时间，以省、市教育主管部门通知为准。
668,康复者血液有可能治好新冠肺炎,事实,2020-02-15,
669,天津市紧急通知，明天起纠察队上街，外来车辆一律不准进市？,谣言,2020-02-14,　　近日，一则“市紧急会议要求……明天起纠察队上街……外来车辆一律不准进市……”的消息在微信圈群中传播。　　经核实，天津市并未发布此类通知，该文字信息系谣言，并且类似版本也在多地出现。@天津辟谣 提醒大家：非常时期，请大家保持清醒的头脑，不信谣、不传谣、不造谣！
670,吸烟者感染新冠病毒率低于非烟民?,谣言,2020-02-14,　　2月12日，一个名为“姚讲姚说课堂”的微信公众号发表了一篇题为《吸烟者感染新冠病毒率远低于非烟民？钟南山首篇论文出炉》的文章，该文章截取钟南山团队2月9日发表的论文中的部分数据，得出“明显吸烟者感染率远低于非烟民”的结论，还称吸烟能够驱邪治病。　　2月9日，钟南山团队的论文《2019年中国新型冠状病毒感染的临床特点》在预印本网站medRxiv上发表，论文未经同行评审。论文对1099例（截至1月29日）新冠肺炎确诊患者的临床特征进行了回顾性研究，提示相当一部分患者早期没有发烧和放射学异常表现，研究呼吁将重点转移到疾病发展之前的早期识别和患者管理上。　　微信公众号“姚讲姚说课堂”这篇题为《吸烟者感染新冠病毒率远低于非烟民？钟南山首篇论文出炉》文章的阅读量已经“10万＋”，至13日中午已经有3万多人点击“在看”。　　该文章首先截取了钟南山院士论文中关于1099名患者吸烟史的一个数据标注，“从临床数据了解到，1099病例中，有927例没吸烟病史，占85.4%；有21例曾有过吸烟史，占1.9%；现在吸烟并且患有的病例有137名，占比12.6%。” 据此，文章作者姚日来得出了“从数据比较分析，明显吸烟者感染率远低于非烟民！”这一结论。随后，文章用了将近三分之二的篇幅，鼓吹烟草能够“驱邪治病”。　　张建枢表示，“姚讲姚说课堂”的文章只看到了钟南山团队论文中1099例样本中137例吸烟者这个数据，而钟南山团队文章所采用的研究数据是“截至2020年1月29日31个省/直辖市的552家医院1099例实验室确诊2019-nCoV ARD患者”。而截至昨日17时29分，官方通报的累计确诊数据已经达到了59901例。　　“用137例吸烟者的小样本来分析吸烟与感染新冠肺炎的关系，根本没有统计学意义。而且‘姚讲姚说课堂’的文章又无视在重症患者中本身患有肺部疾病的患者死亡率高这一事实。”张建枢说，“这是烟草行业的故伎重演，当年非典时期就散布谣言说非典感染者中吸烟的少，这个谬论早已被批驳了。”　　“姚讲姚说课堂”公众号在简介中自称“行业最具特色的烟草培训课堂，专业文章+视频音频课程”，微信号为ycpxkt，账号主体为个人。在历史消息中，发布了大量关于烟草行业的文章。张建枢斥责：“疫情期间，趁着公众对钟南山的信任和对病毒感染的恐惧心理，在这个时候撰写这样的文章去兜售烟草，手段极其卑鄙、恶劣，属于造谣惑众。”　　据了解，北京市控烟协会已经跟钟南山团队取得了联系，对方在回应北京市控烟协会时表示根本不能同意这种说法，正在研究，并将作出反应。张建枢透露，北京市控烟协会也已经与北京市网管部门反映此事。2月13日下午1时北青报记者发现，该文章因违反《互联网公众账号信息服务管理规定》，已经无法查看。（记者 蒋若静）
671,受疫情影响，重庆主城区从13日起暂停猪肉供应？,谣言,2020-02-14,　　近日，在网上流传一则某公司关于猪肉等肉制品停止供应的通知：因疫情防控需要，从明（13）日起，主城区屠宰场和猪肉批发市场将关门歇业10天，公司活猪无法宰杀，也无现成采购渠道。　　经向重庆市农业农村委核实，相关消息不属实。重庆市政府未出台包括主城区在内的屠宰企业关门歇业等相关规定。政府积极鼓励支持包括屠宰在内的民生行业，在做好新冠肺炎防护的同时，尽快复工复业。 据市农业农村委统计，全市154家屠宰企业，已复工115家，每天屠宰上市生猪8000头左右、从市外调入猪肉200吨左右，市场猪肉供应有保障，价格平稳。1月30日，农业农村部、交通运输部、公安部联合印发紧急通知，要求：屠宰企业在做好防控的基础上，要加快生产恢复，增加畜禽产品有效供给。　　2月4日，农业农村部办公厅再次印发紧急通知（农办牧〔2020〕8号），要求：不得关闭屠宰场，要保证屠宰场正常运转，确保市场供给和产品质量安全。　　2月2日、6日，市新冠肺炎领导小组2次印发通知，要求：有序组织企业复产复工，保障群众生活所需的企业要满负荷生产，全力保障生活必需品稳定供应。　　1月22日、26日、28日以及2月7日，市农业农村委4次印发紧急通知，要求：切实抓好畜禽养殖在内的“菜篮子”产品稳产保供，确保上市畜禽及其产品质量安全。
672,大庆未带通行证出行将被集中隔离？,谣言,2020-02-14,　　大庆微信群流传一条内容为“通知:按市委市政府要求，从今天（2月11日）开始，公安局巡逻队在街面上抓不带临时通行证出行的居民，并送到体育馆集中隔离，同时核对所住小区，并移交纪委监委倒查责任。望各包保单位于明天开始严格管理，没有通行证的一律不准出行。”的信息。　　经核实，该信息为谣言，多地网警、网信部门已辟谣！ 
673,无症状感染者也可能成为传染源,事实,2020-02-14,
674,天津站为应对疫情采取隔离措施？,谣言,2020-02-14,　　近日，微信群及朋友圈中传播一段文字称：“天津站现状：火车高铁下来的人属于哪个区的由该区接到固定酒店隔离，酒店每天自费150政府补贴每天50，不愿意的从哪来回哪去，坐高铁回天津的朋友相互转一下！还是等消停了再回天津吧”。 　　2月10日西安市电视台曾对相关消息进行辟谣。目前，所有通过“一场五站”(西安咸阳国际机场、西安火车站、西安北站、西安南站、鄠邑站、阿房宫站)进入西安的人员(无论是否西安本地居民)，都必须通过扫描二维码登录“西安疫情防治网格化管理系统”完成信息填报，并自觉执行居家或宾馆留观14天的规定。　　网友也证实，“只要不是疫情地区，体温正常，扫完二维码后三小时内回小区就可以，不会被直接拉去酒店隔离。”
675,没有人的地方就可不戴口罩？,误区,2020-02-14,　　我们知道，喷嚏传播病毒的范围不容小觑。那么，在没人的地方，我们是不是就可以把口罩摘下来呢？
676,左氟沙星眼药水可防止新冠病毒从眼部进入？,谣言,2020-02-14,　　近日，有流传说法称：左氟沙星眼药水可以防止新冠病毒从眼部进入。
677,阿莫西林可以治疗新冠病毒？,谣言,2020-02-14,　　此次流行的2019-nCoV急性呼吸疾病（新型冠状病毒感染的肺炎）是由新型冠状病毒（2019-nCoV）感染人体引起的，病毒是完全不同于细菌的微生物，没有细菌的结构。故而阿莫西林对病毒无效，不能治疗新型冠状病毒感染的肺炎。 
678,雄黄可以杀死新型冠状病毒？,谣言,2020-02-14,　　1.雄黄为硫化物类矿物，也是一种中药，主要成分是二硫化二砷(As2S2)[1]。我国民间有端午节擦雄黄、熏雄黄的习俗，认为这样做有避疫驱邪、杀灭蛇虫的作用。　　2.有文献显示，雄黄与艾叶、苍术、白芷一起烟熏对结核杆菌、白喉杆菌、伤寒杆菌等有抑制作用，但并未证明有杀菌作用，并且单用雄黄效果不明显[2]。目前没有研究证实雄黄对新型冠状病毒有杀毒效果。　　3.已证实能灭活新型冠状病毒的方法为 75% 酒精、乙醚、氯仿、甲醛、含氯消毒剂、过氧乙酸和紫外线。
679,涂抹芝麻油能阻止新型冠状病毒进入人体？,谣言,2020-02-14,
680,疫情期间，家畜家禽海鲜都不能吃了？,谣言,2020-02-14,
681,北京市88家医保定点药店周二及周五销售口罩和酒精？,谣言,2020-02-13,　　有网友求证，网传“北京市88家医保定点药店周二及周五销售口罩和酒精”消息是否属实。　　经中国互联网联合辟谣平台向北京市卫健委12320卫生计生热线及北京市人民政府服务热线12345电话核实，该网传消息不实，相关部门并无该项政策及安排。
682,湖北、浙江、湖南等7省人员不许进广东？,谣言,2020-02-13,　　2月11日，网传“湖北、浙江、湖南、河南、安徽、重庆、江西7个省的人员一律原路返回，暂时不许进入广东”，并附带“详询12345”等内容，引起不少网友关注。
683,发现新冠肺炎病例 公共场所应停用空调通风系统,事实,2020-02-14,　　国务院联防联控机制12日印发《新冠肺炎流行期间办公场所和公共场所空调通风系统运行管理指南》，当场所发现疑似、确诊新型冠状病毒感染的肺炎病例，或集中空调通风系统的类型、供风范围等情况不清楚，应当停止使用空调通风系统。
684,谣言和疫情一起来？这波智商税你交了没,辟谣,2020-02-14,当前疫情牵动着全国人民的心保障“战疫” 我们在行动中国互联网联合辟谣平台持续粉碎谣言为公众还原真相科学防控 抗击疫情　　2月13日，一段微信群聊天记录的录屏视频在网络上疯传。视频中，一男子用上海话称自己经营的店铺被市场监管部门强制关闭，而据市场监管部门的“朋友”向其转述，关店铺的原因是“上海疫情大爆发”，“上海昨天出来3000多例，但这个数据不会公布”。男子还呼吁群内的其他人，“可以请假的请假，太太平平呆在屋里”。　　2月11日，网传“湖北、浙江、湖南、河南、安徽、重庆、江西7个省的人员一律原路返回，暂时不许进入广东”，并附带“详询12345”等内容，引起不少网友关注。　　近日，一张名为“日本冠状病毒公众防疫指南”的图片在网上流传，图中详细标注了新型冠状病毒在不同环境及温度下的存活时间，引发网友称赞与大量转发。　　2月11日，一则关于上海各类学校接下来的教学安排表流传于网络。表格显示，2月17日，上海各学校将补充的寒假延长作业发给学生；2月底前，做好网上教学准备工作；3月2日至4月30日为线上教学阶段，正式开学被推迟到了5月1日。　　近日，在重庆当地流传着一则“XX区/XX县加油站成品油限量供应”的消息，引起广大市民关注。　　近日，一条“青海湖已经开湖”的视频在网络上传播，引起大量网民转发。　　近日，网上流传着一则“武汉一家人的自救自愈方法”的中药土方，号称可防新型冠状病毒，大致为：将相关中药材打粉后和蛋清调匀，分成两份，等量敷于双脚底涌泉穴，然后完全平躺16小时，期间不能坐、不能站。同时，口含咬破大蒜一天一夜。不少网友深信不疑并广泛转发。　　近日，网上流传着一种衣物消毒办法，“在家门口放一个整理箱，出门回家以后，把衣服裤子脱下来，反叠后放在整理箱内，将盖子盖好，密封起来，过四五个小时，细菌就都死透了。这个细菌害怕没有空气，等细菌都死透了，再去洗衣服，医院的朋友告诉我的。这个方法是时下最有效的杀死细菌的办法。”　　多地驰援湖北医疗队物资丢失？闻洋葱能防新型冠状病毒？这些谣言别掉以轻心！　　果蔬表面会附着新型冠状病毒？不戴口罩驾车被扣6分？谣言作怪莫慌张　　酒精消毒频繁起火？多地发通知，三人不能同行？大疫当前不能对谣言麻痹大意　　千名新冠肺炎疑似病例空降江苏人民医院？每个人都有责任做谣言终结者！　　瑞德西韦显效？喝水能预防新型冠状病毒？ 疫情当前，别被这些谣言乱了阵脚！　　实时辟谣第九波：抗疫时期，勿让谣言混淆视听！　　实时辟谣第八波：别让涉疫谣言干扰抗疫人心　　实时辟谣第七波：我们一起让谣言无所遁形　　关注|这些关于肺炎疫情的最新谣言你信了几个　　防疫先防谣！又一波疫情谣言来添堵！　　新冠病毒来势汹汹，你被这些谣言吓住了吗？　　小心！这些关于肺炎疫情“有鼻子有眼的真相”都是假的！　　聚焦|关于新型冠状病毒感染的肺炎疫情的最新辟谣！　　转起来！别让疫情谣言满天飞！
